Geneid	Locus	Namespace	GO.ID	GO.term	pubMedId	EvidenceCode
Ntsc2095	NCU06440	biological_process	GO:0006511	ubiquitin-dependent protein catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2095	NCU06440	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2095	NCU06440	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2095	NCU06440	cellular_component	GO:0019773	proteasome core complex, alpha-subunit complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2095	NCU06440	molecular_function	GO:0004175	endopeptidase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5963	NCU06441	biological_process	GO:0006089	lactate metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5963	NCU06441	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
Ntsc5963	NCU06441	cellular_component	GO:0005759	mitochondrial matrix	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5963	NCU06441	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc5963	NCU06441	molecular_function	GO:0003779	actin binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5963	NCU06441	molecular_function	GO:0004458	D-lactate dehydrogenase (cytochrome) activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5962	NCU06448	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
Ntsc5951	NCU06449	molecular_function	GO:0015079	potassium ion transmembrane transporter activity	10027968	IGI: Inferred from Genetic Interaction
Ntsc5950	NCU06450	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc5950	NCU06450	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc5950	NCU06450	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	IPI: Inferred from Physical Interaction
Ntsc5950	NCU06450	molecular_function	GO:0003735	structural constituent of ribosome	16451194	IPI: Inferred from Physical Interaction
Ntsc2101	NCU06451	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc5949	NCU06452	biological_process	GO:0019344	cysteine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5949	NCU06452	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5949	NCU06452	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc5949	NCU06452	molecular_function	GO:0004124	cysteine synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5948	NCU06454	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
Ntsc5948	NCU06454	biological_process	GO:0030010	establishment of cell polarity	22087253	IMP: Inferred from Mutant Phenotype
Ntsc5948	NCU06454	biological_process	GO:0030448	hyphal growth	22087253	IMP: Inferred from Mutant Phenotype
Ntsc5948	NCU06454	biological_process	GO:0030950	establishment or maintenance of actin cytoskeleton polarity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5948	NCU06454	biological_process	GO:0032951	regulation of beta-glucan biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5948	NCU06454	cellular_component	GO:0001411	hyphal tip	22087253	IDA: Inferred from Direct Assay
Ntsc5948	NCU06454	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5948	NCU06454	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5948	NCU06454	cellular_component	GO:0009898	internal side of plasma membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5948	NCU06454	molecular_function	GO:0003924	GTPase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5948	NCU06454	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5946	NCU06464	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5946	NCU06464	biological_process	GO:0006979	response to oxidative stress	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5946	NCU06464	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5946	NCU06464	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5946	NCU06464	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2097	NCU06469	biological_process	GO:0006412	translation	16451194	IC: Inferred by Curator
Ntsc2097	NCU06469	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc2097	NCU06469	cellular_component	GO:0005762	mitochondrial large ribosomal subunit	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc2097	NCU06469	molecular_function	GO:0003735	structural constituent of ribosome	16451194	ISS: Inferred from Sequence or Structural Similarity
Ntsc5943	NCU06482	biological_process	GO:0006090	pyruvate metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5943	NCU06482	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
Ntsc5943	NCU06482	cellular_component	GO:0005967	mitochondrial pyruvate dehydrogenase complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5943	NCU06482	cellular_component	GO:0042645	mitochondrial nucleoid	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5943	NCU06482	molecular_function	GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5922	NCU06493	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	12456011	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0006970	response to osmotic stress	8856670	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0009408	response to heat	12456011	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0030437	ascospore formation	8856670	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0030448	hyphal growth	8856670	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0030814	regulation of cAMP metabolic process	10072319	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0040009	regulation of growth rate	8856670	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0045761	regulation of adenylate cyclase activity	10072319	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0048315	conidium formation	8856670	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	biological_process	GO:0051342	regulation of cyclic-nucleotide phosphodiesterase activity	10072319	IMP: Inferred from Mutant Phenotype
Ntsc5922	NCU06493	cellular_component	GO:0005834	heterotrimeric G-protein complex	8856670	TAS: Traceable Author Statement
Ntsc5922	NCU06493	molecular_function	GO:0003924	GTPase activity	9872952	IMP: Inferred from Mutant Phenotype
Ntsc5935	NCU06500	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
Ntsc5929	NCU06506	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc2093	NCU06508	biological_process	GO:0006506	GPI anchor biosynthetic process	16524913	IMP: Inferred from Mutant Phenotype
Ntsc2093	NCU06508	biological_process	GO:0009272	fungal-type cell wall biogenesis	16524913	IMP: Inferred from Mutant Phenotype
Ntsc2093	NCU06508	biological_process	GO:0031505	fungal-type cell wall organization	16524913	IMP: Inferred from Mutant Phenotype
Ntsc2093	NCU06508	biological_process	GO:0040009	regulation of growth rate	16524913	IMP: Inferred from Mutant Phenotype
Ntsc2093	NCU06508	biological_process	GO:0048315	conidium formation	16524913	IMP: Inferred from Mutant Phenotype
Ntsc2093	NCU06508	biological_process	GO:0048622	reproductive sporulation	16524913	IMP: Inferred from Mutant Phenotype
Ntsc2093	NCU06508	biological_process	GO:0051278	fungal-type cell wall polysaccharide biosynthetic process	16524913	IMP: Inferred from Mutant Phenotype
Ntsc5920	NCU06512	biological_process	GO:0009086	methionine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5920	NCU06512	biological_process	GO:0044030	regulation of DNA methylation	8532524	IMP: Inferred from Mutant Phenotype
Ntsc5920	NCU06512	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5920	NCU06512	molecular_function	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1763	NCU06532	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc4911	NCU06549	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4917	NCU06550	biological_process	GO:0008614	pyridoxine metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4917	NCU06550	biological_process	GO:0009228	thiamine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4917	NCU06550	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4905	NCU06554	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4918	NCU06561	biological_process	GO:0040009	regulation of growth rate	17496127	IMP: Inferred from Mutant Phenotype
Ntsc4918	NCU06561	biological_process	GO:0042268	regulation of cytolysis	17496127	IMP: Inferred from Mutant Phenotype
Ntsc4918	NCU06561	cellular_component	GO:0005737	cytoplasm	17496127	IEP: Inferred from Expression Pattern
Ntsc4915	NCU06563	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
Ntsc4915	NCU06563	biological_process	GO:0005977	glycogen metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4915	NCU06563	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4915	NCU06563	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4937	NCU06593	biological_process	GO:0001932	regulation of protein phosphorylation	22906237	IMP: Inferred from Mutant Phenotype
Ntsc4937	NCU06593	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
Ntsc4937	NCU06593	biological_process	GO:0009847	spore germination	22906237	IMP: Inferred from Mutant Phenotype
Ntsc4937	NCU06593	biological_process	GO:0030448	hyphal growth	22906237	IMP: Inferred from Mutant Phenotype
Ntsc4937	NCU06593	biological_process	GO:0035146	tube fusion	22906237	IMP: Inferred from Mutant Phenotype
Ntsc4937	NCU06593	biological_process	GO:0048315	conidium formation	22906237	IMP: Inferred from Mutant Phenotype
Ntsc4937	NCU06593	biological_process	GO:0070787	conidiophore development	22906237	IMP: Inferred from Mutant Phenotype
Ntsc4937	NCU06593	cellular_component	GO:0001411	hyphal tip	22906237	IEP: Inferred from Expression Pattern
Ntsc4931	NCU06603	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4949	NCU06606	biological_process	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4949	NCU06606	biological_process	GO:0040009	regulation of growth rate	19239619	IMP: Inferred from Mutant Phenotype
Ntsc4949	NCU06606	biological_process	GO:0048315	conidium formation	19239619	IMP: Inferred from Mutant Phenotype
Ntsc4949	NCU06606	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
Ntsc4949	NCU06606	cellular_component	GO:0005743	mitochondrial inner membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4949	NCU06606	cellular_component	GO:0005750	mitochondrial respiratory chain complex III	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4949	NCU06606	cellular_component	GO:0005759	mitochondrial matrix	3022944	IDA: Inferred from Direct Assay
Ntsc4949	NCU06606	cellular_component	GO:0045275	respiratory chain complex III	3022944	IDA: Inferred from Direct Assay
Ntsc4949	NCU06606	molecular_function	GO:0008121	ubiquinol-cytochrome-c reductase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4945	NCU06619	biological_process	GO:0043200	response to amino acid stimulus	22939838	IMP: Inferred from Mutant Phenotype
Ntsc4969	NCU06630	biological_process	GO:0006470	protein dephosphorylation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4969	NCU06630	biological_process	GO:0030448	hyphal growth	9790584	IMP: Inferred from Mutant Phenotype
Ntsc4969	NCU06630	cellular_component	GO:0000159	protein phosphatase type 2A complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4969	NCU06630	cellular_component	GO:0005634	nucleus	19020516	IDA: Inferred from Direct Assay
Ntsc4969	NCU06630	cellular_component	GO:0005737	cytoplasm	19020516	IDA: Inferred from Direct Assay
Ntsc4969	NCU06630	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4969	NCU06630	molecular_function	GO:0004721	phosphoprotein phosphatase activity	9790584	IMP: Inferred from Mutant Phenotype
Ntsc4969	NCU06630	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4969	NCU06630	molecular_function	GO:0046982	protein heterodimerization activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4960	NCU06632	biological_process	GO:0006626	protein targeting to mitochondrion	8120088	IMP: Inferred from Mutant Phenotype
Ntsc4960	NCU06632	biological_process	GO:0007005	mitochondrion organization	8120088	IMP: Inferred from Mutant Phenotype
Ntsc4960	NCU06632	biological_process	GO:0040009	regulation of growth rate	8120088	IMP: Inferred from Mutant Phenotype
Ntsc4960	NCU06632	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
Ntsc4960	NCU06632	cellular_component	GO:0005742	mitochondrial outer membrane translocase complex	9635430	IPI: Inferred from Physical Interaction
Ntsc4960	NCU06632	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc4416	NCU06652	biological_process	GO:0046294	formaldehyde catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4416	NCU06652	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4416	NCU06652	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4416	NCU06652	molecular_function	GO:0004022	alcohol dehydrogenase (NAD) activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4416	NCU06652	molecular_function	GO:0004327	formaldehyde dehydrogenase (glutathione) activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4419	NCU06656	biological_process	GO:0070787	conidiophore development	16801547	IMP: Inferred from Mutant Phenotype
Ntsc4419	NCU06656	molecular_function	GO:0003700	sequence-specific DNA binding transcription factor activity	12111557	IMP: Inferred from Mutant Phenotype
Ntsc4420	NCU06662	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc4421	NCU06663	biological_process	GO:0006506	GPI anchor biosynthetic process	16524913	IMP: Inferred from Mutant Phenotype
Ntsc4421	NCU06663	biological_process	GO:0040009	regulation of growth rate	16524913	IMP: Inferred from Mutant Phenotype
Ntsc4421	NCU06663	biological_process	GO:0048315	conidium formation	16524913	IMP: Inferred from Mutant Phenotype
Ntsc4421	NCU06663	biological_process	GO:0048622	reproductive sporulation	16524913	IMP: Inferred from Mutant Phenotype
Ntsc4422	NCU06664	biological_process	GO:0008033	tRNA processing	22773104	IMP: Inferred from Mutant Phenotype
Ntsc1608	NCU06666	biological_process	GO:0006021	inositol biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1608	NCU06666	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1608	NCU06666	molecular_function	GO:0004512	inositol-3-phosphate synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4455	NCU06694	biological_process	GO:0016192	vesicle-mediated transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4455	NCU06694	biological_process	GO:0030148	sphingolipid biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4455	NCU06694	biological_process	GO:0030497	fatty acid elongation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4455	NCU06694	cellular_component	GO:0005783	endoplasmic reticulum	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4455	NCU06694	cellular_component	GO:0005789	endoplasmic reticulum membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc4455	NCU06694	molecular_function	GO:0009922	fatty acid elongase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6273	NCU06836	biological_process	GO:0006085	acetyl-CoA biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6273	NCU06836	biological_process	GO:0016573	histone acetylation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6273	NCU06836	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
Ntsc6273	NCU06836	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6273	NCU06836	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6273	NCU06836	molecular_function	GO:0003987	acetate-CoA ligase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6293	NCU06843	biological_process	GO:0000027	ribosomal large subunit assembly	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6293	NCU06843	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6293	NCU06843	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6293	NCU06843	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	biological_process	GO:0006338	chromatin remodeling	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	biological_process	GO:0006357	regulation of transcription from RNA polymerase II promoter	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	biological_process	GO:0006364	rRNA processing	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	biological_process	GO:0016074	snoRNA metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	cellular_component	GO:0000812	Swr1 complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	cellular_component	GO:0016585	chromatin remodeling complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	cellular_component	GO:0031011	Ino80 complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc6289	NCU06854	molecular_function	GO:0043141	ATP-dependent 5'-3' DNA helicase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7065	NCU06880	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc7051	NCU06881	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7051	NCU06881	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc7051	NCU06881	molecular_function	GO:0008260	3-oxoacid CoA-transferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2474	NCU06892	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2474	NCU06892	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2474	NCU06892	molecular_function	GO:0003723	RNA binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2474	NCU06892	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7035	NCU06914	biological_process	GO:0006427	histidyl-tRNA aminoacylation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7035	NCU06914	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7035	NCU06914	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7035	NCU06914	molecular_function	GO:0004821	histidine-tRNA ligase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2470	NCU06915	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc7019	NCU06923	biological_process	GO:0006508	proteolysis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7019	NCU06923	cellular_component	GO:0022626	cytosolic ribosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7019	NCU06923	molecular_function	GO:0004239	methionyl aminopeptidase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7033	NCU06924	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
Ntsc7033	NCU06924	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc7030	NCU06942	biological_process	GO:0016125	sterol metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7030	NCU06942	biological_process	GO:0045053	protein retention in Golgi apparatus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7030	NCU06942	biological_process	GO:0045324	late endosome to vacuole transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7030	NCU06942	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7030	NCU06942	cellular_component	GO:0005783	endoplasmic reticulum	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7030	NCU06942	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc8097	NCU06943	biological_process	GO:0000154	rRNA modification	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc8097	NCU06943	biological_process	GO:0006364	rRNA processing	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc8097	NCU06943	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc8097	NCU06943	cellular_component	GO:0005730	nucleolus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc8097	NCU06943	cellular_component	GO:0031428	box C/D snoRNP complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc8097	NCU06943	cellular_component	GO:0032040	small-subunit processome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	biological_process	GO:0006607	NLS-bearing substrate import into nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	biological_process	GO:0006661	phosphatidylinositol biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	biological_process	GO:0006898	receptor-mediated endocytosis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	biological_process	GO:0007010	cytoskeleton organization	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	biological_process	GO:0016237	microautophagy	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	biological_process	GO:0042144	vacuole fusion, non-autophagic	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	biological_process	GO:0042991	transcription factor import into nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	molecular_function	GO:0005509	calcium ion binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc7045	NCU06948	molecular_function	GO:0048306	calcium-dependent protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1905	NCU06958	cellular_component	GO:0005761	mitochondrial ribosome	21145408	IDA: Inferred from Direct Assay
Ntsc5277	NCU08002	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
Ntsc5277	NCU08002	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc5277	NCU08002	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
Ntsc1866	NCU08004	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc5282	NCU08024	biological_process	GO:0006487	protein N-linked glycosylation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5282	NCU08024	cellular_component	GO:0000136	alpha-1,6-mannosyltransferase complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5282	NCU08024	cellular_component	GO:0000137	Golgi cis cisterna	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5282	NCU08024	molecular_function	GO:0000009	alpha-1,6-mannosyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5258	NCU08026	biological_process	GO:0031054	pre-microRNA processing	22516970	IMP: Inferred from Mutant Phenotype
Ntsc5258	NCU08026	cellular_component	GO:0000178	exosome (RNase complex)	22516970	TAS: Traceable Author Statement
Ntsc5302	NCU08035	biological_process	GO:0007035	vacuolar acidification	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5302	NCU08035	cellular_component	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	10340846	ISS: Inferred from Sequence or Structural Similarity
Ntsc5302	NCU08035	molecular_function	GO:0046961	proton-transporting ATPase activity, rotational mechanism	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5260	NCU08036	biological_process	GO:0006283	transcription-coupled nucleotide-excision repair	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5260	NCU08036	biological_process	GO:0006351	transcription, DNA-dependent	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5260	NCU08036	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5296	NCU08042	biological_process	GO:0030245	cellulose catabolic process	22532664	IMP: Inferred from Mutant Phenotype
Ntsc5285	NCU08045	biological_process	GO:0006656	phosphatidylcholine biosynthetic process	10618405	TAS: Traceable Author Statement
Ntsc5285	NCU08045	biological_process	GO:0008610	lipid biosynthetic process	10859307	TAS: Traceable Author Statement
Ntsc5285	NCU08045	biological_process	GO:0009268	response to pH	12069035	IMP: Inferred from Mutant Phenotype
Ntsc5285	NCU08045	biological_process	GO:0010378	temperature compensation of the circadian clock	10618405	IMP: Inferred from Mutant Phenotype
Ntsc5285	NCU08045	biological_process	GO:0042752	regulation of circadian rhythm	18056807	IMP: Inferred from Mutant Phenotype
Ntsc5285	NCU08045	biological_process	GO:0046339	diacylglycerol metabolic process	10859307	IMP: Inferred from Mutant Phenotype
Ntsc1865	NCU08048	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc1441	NCU08064	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc3915	NCU08093	biological_process	GO:0030448	hyphal growth	21354536	IMP: Inferred from Mutant Phenotype
Ntsc3906	NCU08095	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc3905	NCU08110	biological_process	GO:0007034	vacuolar transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3905	NCU08110	biological_process	GO:0016237	microautophagy	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc3905	NCU08110	biological_process	GO:0042144	vacuole fusion, non-autophagic	None	ISS: Inferred from Sequence or Structural Similarity
